query,num_centroids,searched_shard_ids,num_searched_shards,gpu_transfer_time,gpu_search_time,warmup_time,best_retrieved_ids,top_doc_shards
0,7,"[1, 2, 10]",3,0.17716927221044898,0.040104218292981386,1.3948030951432884,"[350323743, 22367475, 350285757, 22359499, 22352964, 583617007, 596090569, 40490076, 347651857, 596064850]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,7,"[6, 7]",2,0.27448265394195914,0.048880066722631454,3.469508559559472,"[96761309, 317778513, 462536204, 128100141, 512290626, 544732844, 467725477, 80310487, 336524624, 106752731]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
2,7,"[2, 4, 9, 10]",4,0.21715704398229718,0.05668263370171189,1.3137093615951017,"[97139517, 294043795, 8432815, 522340063, 184228786, 284206801, 58511679, 284206802, 574610836, 357388844]","[4, 10, 10, 4, 9, 9, 10, 10, 4, 10]"
3,7,[18],1,0.08127305097877979,0.020136157982051373,2.0212896917946637,"[319976312, 473871456, 416180093, 533106488, 185862896, 409812650, 534845823, 3563663, 545925259, 232092470]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
4,7,"[7, 9, 10, 15]",4,0.46934202685952187,0.08310288330540061,2.954974858323112,"[492485126, 241046875, 74580447, 364526066, 196412165, 197645372, 197750504, 6680367, 11876884, 251314455]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
5,7,"[3, 6, 7, 9]",4,0.5326887532137334,0.09159284317865968,3.9070363325299695,"[516745818, 379513049, 98187521, 147282989, 500339455, 379513041, 178768696, 186078600, 574719018, 426172710]","[3, 7, 3, 7, 7, 6, 3, 6, 3, 6]"
6,7,"[4, 8]",2,0.10452912747859955,0.0310674412176013,1.2800697855418548,"[223359640, 306289225, 134921891, 172489898, 473056010, 163594463, 578112746, 184462764, 400692308, 538022211]","[8, 8, 8, 4, 8, 8, 8, 8, 4, 8]"
7,7,"[15, 16, 19]",3,0.300818907096982,0.05409766035154462,2.493351690315952,"[422770906, 67019337, 159171799, 412000426, 66952640, 63753766, 534620895, 152048176, 311568376, 368354619]","[19, 15, 19, 15, 15, 15, 15, 16, 19, 15]"
8,7,[1],1,0.047752798069268465,0.013682560063898563,1.1562415396329015,"[327654649, 459540312, 67520733, 575997322, 180283059, 562193291, 305388418, 41178123, 30515188, 339438330]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9,7,"[1, 3, 10, 18]",4,0.3819745793007314,0.0714035015553236,2.928611054609064,"[244047149, 407497946, 372337157, 244049389, 244048645, 372313030, 99048836, 237900005, 406973178, 191955329]","[18, 18, 18, 10, 18, 10, 18, 10, 18, 18]"
10,7,"[1, 3, 6, 7]",4,0.5312097072601318,0.09138570679351687,3.898120164813008,"[162571401, 582265968, 156350339, 596989224, 177718168, 156842470, 162631938, 162631950, 361359114, 301410691]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
11,7,"[10, 15]",2,0.22515436122193933,0.038196178153157234,2.8415429975138977,"[316195675, 347961149, 246469994, 425646496, 127689114, 316205222, 335612984, 316205221, 505439277, 402151260]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
12,7,[8],1,0.06223216187208891,0.015386695973575115,1.5253760810010135,"[143285814, 398227840, 150775094, 520909276, 533066813, 416989615, 478916319, 559059925, 583463400, 255704802]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
13,7,"[10, 18]",2,0.12302748532965779,0.034678081050515175,1.5304903391515836,"[269953808, 270017264, 53616989, 219464520, 269932498, 264374402, 21302424, 107532941, 53616990, 439849310]","[10, 10, 10, 18, 10, 10, 10, 10, 10, 10]"
14,7,[18],1,0.0811626180075109,0.018914136104285717,2.0212896917946637,"[2930195, 304291211, 5479281, 298156409, 435890273, 300724316, 214405047, 231200670, 504375842, 531276114]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
15,7,"[0, 9]",2,0.1201475989073515,0.031904084142297506,1.4648271758342162,"[540834996, 425755668, 346415404, 400155932, 347682406, 548796299, 583527657, 236059986, 540791896, 318230608]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,7,[2],1,0.08280041767284274,0.018096852116286755,1.98847675928846,"[388372331, 477914499, 94283698, 313295416, 417756224, 81047150, 287698740, 413998749, 388567738, 84783145]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
17,7,"[3, 6]",2,0.28775410912930965,0.04430283047258854,4.7456659459276125,"[196567304, 37592602, 119007154, 529191060, 136475651, 138777038, 596950633, 519952557, 271030616, 297127865]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
18,7,"[2, 10, 11]",3,0.24125581048429012,0.0509870545938611,1.9616911630922307,"[265372681, 211326331, 414008444, 433847464, 251637127, 20375487, 484727721, 484727704, 251637111, 149272454]","[11, 11, 11, 11, 11, 11, 11, 10, 11, 11]"
19,7,"[4, 10, 19]",3,0.1404695175588131,0.04623954417183995,1.116217494321366,"[596197374, 227781415, 342147203, 36042600, 441232341, 543565046, 9720048, 576495810, 598858826, 334192618]","[4, 4, 4, 4, 4, 10, 4, 4, 4, 4]"
20,7,"[0, 12]",2,0.1989741763100028,0.04042991576716304,2.488740950357169,"[248237919, 161684376, 495988709, 565144556, 56535161, 336166371, 591258100, 367339701, 29705405, 229777769]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]"
21,7,[6],1,0.08060747990384698,0.017870674841105938,1.9941098913550377,"[386500007, 553675511, 151614128, 342086583, 475316064, 432094449, 418459871, 397264316, 400925125, 515335694]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
22,7,"[9, 10]",2,0.09124986501410604,0.028668901417404413,1.1157985985046253,"[379643780, 554217595, 296777012, 132324921, 212577525, 402167117, 327957272, 479960759, 189421384, 244250010]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
23,7,[16],1,0.06454817298799753,0.017085168045014143,1.562462056055665,"[393766925, 19968356, 99327655, 596615355, 352440645, 554747697, 304593819, 438096438, 583417332, 526692998]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
24,7,"[6, 10]",2,0.12218146538361907,0.03140075411647558,1.5169004389317706,"[438347522, 474967492, 524160961, 37716934, 191429128, 166583047, 131316433, 139290262, 392904598, 555671028]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
25,7,"[6, 7]",2,0.29549139412119985,0.04811801575124264,3.469508559559472,"[275996305, 574080995, 39550384, 422125669, 575850420, 194468745, 345012085, 268603873, 39822135, 476136084]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
26,7,"[3, 6, 9, 10]",4,0.3792275250889361,0.07187707303091884,2.930732272216119,"[9260592, 53821041, 171602438, 128351388, 418888803, 40935707, 439693144, 350535457, 74505530, 75050458]","[10, 6, 6, 9, 9, 6, 6, 10, 10, 10]"
27,7,"[8, 19]",2,0.14545722352340817,0.03033012617379427,1.3997870436869562,"[342833232, 239066460, 364949379, 76823179, 464209192, 173230971, 452350578, 192881082, 349966218, 406818359]","[19, 19, 19, 19, 19, 19, 19, 19, 8, 8]"
28,7,"[1, 3, 12]",3,0.3855560999363661,0.06255296245217323,3.9643990998932472,"[580293607, 436703496, 195995390, 486542584, 410907401, 214907984, 245111306, 61133533, 3363907, 194090070]","[12, 12, 12, 12, 12, 12, 12, 12, 1, 1]"
29,7,"[4, 8, 10, 15]",4,0.33010262669995427,0.07175479829311371,2.0608063915278763,"[176037102, 164759875, 281743200, 220058368, 571201178, 207043861, 344036839, 544604186, 249249826, 185069916]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
30,7,"[6, 10, 12, 15]",4,0.4371578791178763,0.07643984397873282,2.7292324114823714,"[201111705, 86527089, 514685550, 237959841, 495877099, 81345349, 174822083, 129430153, 134503343, 317734372]","[6, 6, 6, 6, 6, 6, 12, 6, 6, 6]"
31,7,"[1, 13, 15]",3,0.30396311171352863,0.060116568580269814,2.5419441723885634,"[154718683, 79169640, 263282819, 381006524, 365713645, 365713646, 115921841, 424881179, 428344569, 406174997]","[1, 1, 1, 1, 15, 15, 13, 1, 15, 1]"
32,7,"[4, 8]",2,0.10566426906734705,0.032699063885957,1.2800697855418548,"[94973826, 305101499, 598687402, 266557487, 275034196, 390525573, 138602395, 49713139, 27436766, 483823371]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
33,7,"[4, 18]",2,0.12425005109980702,0.03388358186930418,1.5280265909386799,"[226643905, 226643912, 559487576, 37286001, 78302557, 300324652, 52810236, 45224550, 394820965, 260683464]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
34,7,"[9, 12]",2,0.18012627912685275,0.0401277388446033,2.2158199850236997,"[338458298, 336062552, 45896088, 522761063, 354553936, 572877895, 94114406, 99665505, 430200580, 52805236]","[12, 12, 9, 9, 9, 9, 9, 9, 9, 12]"
35,7,"[4, 11]",2,0.15949789574369788,0.03815563442185521,1.9458346167812124,"[46371624, 572946019, 278189217, 573745672, 138432939, 303017606, 115222581, 392510615, 374653008, 9584071]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]"
36,7,"[4, 7]",2,0.25249263271689415,0.045043602120131254,2.989835358923301,"[446742083, 310471342, 291262936, 208939125, 214075551, 46011837, 460339859, 408342474, 439961344, 509627286]","[7, 7, 7, 7, 4, 7, 7, 7, 7, 4]"
37,7,"[6, 7, 12, 14]",4,0.4887719745747745,0.09792804019525647,3.086342708207667,"[403016532, 281872547, 239518483, 320010234, 434260091, 510970601, 389554411, 322235737, 82778227, 346409730]","[12, 6, 12, 12, 12, 12, 7, 12, 14, 12]"
38,7,"[4, 8]",2,0.1408157586120069,0.030511566437780857,1.2800697855418548,"[171909558, 517198530, 498409469, 188339158, 239972575, 100751935, 205361704, 504100258, 367602114, 389531874]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
39,7,[15],1,0.18333144672214985,0.029616074170917273,4.643395008519292,"[167139573, 22796377, 353472243, 564356343, 380659614, 325105354, 536810984, 69873730, 311564209, 69814243]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
40,7,"[6, 7, 12, 15]",4,0.586352813988924,0.09882343839854002,3.705536471796222,"[54598498, 593909787, 399174922, 581987029, 550170954, 316554409, 47863419, 363183345, 527104338, 359317355]","[6, 6, 6, 12, 6, 15, 15, 15, 6, 6]"
41,7,"[4, 10, 11, 18]",4,0.284217260312289,0.06799766095355153,1.738162477966398,"[552438868, 198985429, 372495158, 138965989, 34506581, 377426780, 268623665, 448875282, 259982882, 24487825]","[11, 4, 11, 10, 4, 10, 11, 4, 10, 10]"
42,7,"[1, 3]",2,0.2552998778410256,0.043540074955672026,4.326731770066544,"[521012684, 489342896, 433868714, 16684904, 227461382, 524579792, 141163106, 87635642, 254389701, 48499195]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
43,7,[16],1,0.06540132919326425,0.014943046029657125,1.562462056055665,"[194928968, 276066170, 229424584, 187616394, 157719374, 493402860, 178580027, 422547137, 345153317, 261971127]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
44,7,"[1, 3]",2,0.25988066801801324,0.038793268147856,4.326731770066544,"[19804762, 125079188, 544637200, 580321217, 82643689, 92491002, 19700867, 246109782, 348568156, 511501683]","[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]"
45,7,"[4, 7, 10, 19]",4,0.3289158707484603,0.06934400415048003,2.073389927682001,"[88685161, 108780314, 2193316, 134836813, 589152374, 163257263, 499309685, 398803253, 573490278, 120781470]","[7, 7, 10, 10, 10, 10, 19, 10, 19, 19]"
46,7,"[16, 18]",2,0.1820130734704435,0.030556973535567522,1.7918758739251643,"[321883357, 517409731, 320790454, 253543390, 14436664, 286970084, 88223668, 517409728, 467283941, 492436548]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
