query,num_centroids,searched_shard_ids,num_searched_shards,gpu_transfer_time,gpu_search_time,warmup_time,best_retrieved_ids,top_doc_shards
0,10,"[0, 1, 2, 3, 4, 6, 13, 14, 18, 22]",10,7.021858364343643,0.166210712864995,34.87269559190609,"[15585049, 15485049, 15085049, 15185049, 15685049, 15785049, 15885049, 15985049, 15285049, 15385049]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
1,10,"[1, 2, 3, 5, 6, 7, 14, 18, 19]",9,6.363370442762971,0.14839999563992023,34.13602245831862,"[15456273, 15556273, 15656273, 15056273, 15756273, 15356273, 15256273, 15156273, 15856273, 15956273]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
2,10,"[0, 1, 4, 5, 7, 10, 12, 14, 18, 20]",10,6.814746564254165,0.16383689269423485,33.51656215889379,"[15154264, 15054264, 15554264, 15454264, 15354264, 15254264, 15654264, 15754264, 15854264, 15954264]","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]"
3,10,"[1, 3, 5, 12, 14, 18, 19, 22]",8,5.785744348540902,0.13215607404708862,37.178316229896154,"[15128294, 15028294, 15828294, 15928294, 15428294, 15528294, 15628294, 15728294, 15228294, 15328294]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
4,10,"[0, 1, 5, 12, 18, 19, 20]",7,4.961203442886472,0.11927463673055172,35.189451031719464,"[15349957, 15249957, 15149957, 15049957, 15949957, 15849957, 15649957, 15749957, 15449957, 15549957]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
5,10,"[0, 2, 3, 11, 18, 22, 24]",7,5.116433635354042,0.11414445750415325,37.04757754737511,"[15195114, 15095114, 15295114, 15395114, 15895114, 15995114, 15495114, 15595114, 15695114, 15795114]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
6,10,"[1, 3, 4, 5, 10, 12, 18, 22]",8,5.67530027218163,0.12811170890927315,35.92969655059278,"[15596495, 15496495, 15896495, 15996495, 15296495, 15396495, 15696495, 15796495, 15096495, 15196495]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
7,10,"[0, 3, 5, 6, 12, 13, 18, 21, 22]",9,6.293052611872554,0.13775288313627243,36.157831423760705,"[15202778, 15302778, 15002778, 15102778, 15902778, 15802778, 15502778, 15402778, 15602778, 15702778]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
8,10,"[8, 12, 13, 14, 18, 22, 23, 24]",8,5.622437095269561,0.13310016132891178,37.469905229168944,"[15245581, 15345581, 15745581, 15645581, 15445581, 15545581, 15045581, 15145581, 15845581, 15945581]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
9,10,"[1, 3, 4, 11, 12, 13, 16, 22, 24]",9,6.564323283731937,0.1514696329832077,37.20277158884952,"[15488582, 15588582, 15888582, 15988582, 15788582, 15688582, 15288582, 15388582, 15088582, 15188582]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
10,10,"[1, 3, 4, 5, 8, 11, 12, 18, 23]",9,6.4380067232996225,0.14704726822674274,34.58131188092133,"[15457756, 15557756, 15357756, 15257756, 15157756, 15057756, 15857756, 15957756, 15657756, 15757756]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
11,10,"[0, 4, 5, 10, 16, 18, 20, 23]",8,5.576797641813755,0.13618389144539833,34.86386630270863,"[15166982, 15066982, 15766982, 15666982, 15866982, 15966982, 15466982, 15566982, 15266982, 15366982]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
12,10,"[1, 6, 7, 12, 18, 19, 20, 22]",8,5.676605999469757,0.12894444353878498,36.43712575995596,"[15027618, 15127618, 15627618, 15727618, 15327618, 15227618, 15427618, 15527618, 15927618, 15827618]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
13,10,"[1, 3, 5, 6, 11, 17, 18]",7,5.112181153148413,0.12052509747445583,34.73688573556553,"[15190489, 15090489, 15690489, 15790489, 15490489, 15590489, 15390489, 15290489, 15990489, 15890489]","[17, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
14,10,"[0, 5, 10, 12, 18, 22, 23]",7,4.9006336983293295,0.11673911474645138,36.29710148906867,"[15101326, 15001326, 15701326, 15601326, 15501326, 15401326, 15201326, 15301326, 15801326, 15901326]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
15,10,"[0, 2, 3, 5, 6, 16, 17, 18, 22]",9,6.446966387331486,0.14353169687092304,35.8333234625558,"[15843925, 15943925, 15243925, 15343925, 15443925, 15543925, 15043925, 15143925, 15743925, 15643925]","[17, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
16,10,"[1, 6, 7, 11, 12, 14, 16, 24]",8,5.695572521537542,0.13376661390066147,34.860985893406905,"[15453427, 15553427, 15353427, 15253427, 15053427, 15153427, 15953427, 15853427, 15753427, 15653427]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]"
17,10,"[2, 3, 8, 11, 12, 16, 17, 18, 20]",9,6.502993553876877,0.15052306838333607,36.490418984244265,"[15912155, 15812155, 15312155, 15212155, 15112155, 15012155, 15612155, 15712155, 15412155, 15512155]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
18,10,"[3, 4, 11, 12, 15, 17, 18, 20]",8,5.692817471921444,0.13608712889254093,35.886243654822465,"[15709521, 15609521, 15509521, 15409521, 15909521, 15809521, 15209521, 15309521, 15009521, 15109521]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]"
19,10,"[0, 1, 2, 3, 4, 9, 10, 18]",8,5.6904920283705,0.13058531656861305,34.310604366939515,"[15006600, 15106600, 15406600, 15506600, 15906600, 15806600, 15206600, 15306600, 15606600, 15706600]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
20,10,"[0, 1, 10, 14, 15, 16, 17, 22]",8,5.537095403298736,0.12178262136876583,36.36621518392349,"[15120017, 15020017, 15920017, 15820017, 15520017, 15420017, 15720017, 15620017, 15320017, 15220017]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
