filename,queries,hit_rate,avg_orig_lat,avg_actual_lat,avg_time_saved,total_time_saved
hydra_analysis_centroids_1.csv,1000,23.599999999999998,0.08786336745787413,0.07264570061163977,0.015217666846234351,15.217666846234351
hydra_analysis_centroids_2.csv,1000,21.486486486486488,0.13127017683722078,0.10982509508775547,0.021445081749465317,21.445081749465317
hydra_analysis_centroids_3.csv,1000,19.53588774959525,0.16653189691714942,0.14217827085079598,0.02435362606635317,24.35362606635317
hydra_analysis_centroids_4.csv,1000,17.557603686635943,0.19722199588362127,0.17151882591940634,0.02570316996421511,25.703169964215107
hydra_analysis_centroids_5.csv,1000,16.90603200656545,0.2214632086129859,0.1935117398348483,0.027951468778137725,27.951468778137723
hydra_analysis_centroids_6.csv,1000,15.616846813268728,0.24463626728020607,0.21587864266465565,0.028757624615550346,28.757624615550345
hydra_analysis_centroids_7.csv,1000,14.418125643666324,0.26331806818582115,0.23487041344324475,0.028447654742576812,28.447654742576812
hydra_analysis_centroids_8.csv,1000,14.71242453129965,0.28772280499292535,0.25578571735102557,0.031937087641899745,31.937087641899748
hydra_analysis_centroids_9.csv,1000,14.531435349940688,0.3095780614162795,0.27585495491750284,0.03372310649877572,33.72310649877572
hydra_analysis_centroids_10.csv,1000,13.67713004484305,0.3309740549246781,0.29677955591726496,0.03419449900741421,34.19449900741421
hydra_analysis_centroids_11.csv,1000,12.842329167774528,0.3488340472313575,0.3146778684499145,0.034156178781442115,34.156178781442115
hydra_analysis_centroids_12.csv,1000,12.370351631672149,0.3638132801707834,0.32983846094811275,0.0339748192226697,33.9748192226697
hydra_analysis_centroids_13.csv,1000,12.116788321167883,0.3786912529445253,0.34428611596945274,0.03440513697507353,34.40513697507353
hydra_analysis_centroids_14.csv,1000,11.051651931130758,0.4024583167354576,0.36862633941403405,0.03383197732142282,33.83197732142282
hydra_analysis_centroids_15.csv,1000,10.817469204927212,0.4179683685484342,0.38345386604252935,0.034514502505902246,34.51450250590224
hydra_analysis_centroids_16.csv,1000,10.938175529615219,0.43420045204879715,0.39789198315462676,0.036308468894168965,36.30846889416897
hydra_analysis_centroids_17.csv,1000,10.70528967254408,0.44673258979385716,0.41005790796867175,0.03667468182518824,36.67468182518824
hydra_analysis_centroids_18.csv,1000,10.287813839559094,0.4611359279733151,0.4248081989494002,0.03632772902391631,36.32772902391631
hydra_analysis_centroids_19.csv,1000,10.187932739861523,0.47645661919005217,0.4393235809835808,0.03713303820647084,37.13303820647084
hydra_analysis_centroids_20.csv,1000,9.780515979976895,0.49041110544092953,0.4538158649264414,0.03659524051448762,36.59524051448762
