list_id,vector_count
431,33000
404,33000
344,33000
306,33000
284,33000
265,33000
264,33000
210,33000
154,33000
114,33000
70,33000
0,33000
17319,30000
17299,30000
17281,30000
17231,30000
17202,30000
17200,30000
17186,30000
17178,30000
17158,30000
17146,30000
17143,30000
17138,30000
17093,30000
17086,30000
17082,30000
17081,30000
17035,30000
17033,30000
16993,30000
16960,30000
16929,30000
16924,30000
16906,30000
16788,30000
16743,30000
16688,30000
16677,30000
16643,30000
16640,30000
16634,30000
16624,30000
16494,30000
16478,30000
16432,30000
16404,30000
16363,30000
16361,30000
16333,30000
16299,30000
16294,30000
16262,30000
16253,30000
16252,30000
16233,30000
16197,30000
16188,30000
16186,30000
16185,30000
16144,30000
16123,30000
16111,30000
16109,30000
16052,30000
16038,30000
15954,30000
15946,30000
15919,30000
15917,30000
15875,30000
15867,30000
15849,30000
15848,30000
15789,30000
15783,30000
15773,30000
15761,30000
15747,30000
15734,30000
15733,30000
15701,30000
15700,30000
15661,30000
15652,30000
15599,30000
15593,30000
15587,30000
15585,30000
15479,30000
15459,30000
15416,30000
15414,30000
15373,30000
15372,30000
15339,30000
15321,30000
15315,30000
15294,30000
15267,30000
15262,30000
15193,30000
15182,30000
15171,30000
15169,30000
15158,30000
15072,30000
15005,30000
14978,30000
14924,30000
14898,30000
14877,30000
14866,30000
14862,30000
14853,30000
14771,30000
14766,30000
14765,30000
14763,30000
14746,30000
14737,30000
14730,30000
14724,30000
14686,30000
14648,30000
14639,30000
14609,30000
14582,30000
14514,30000
14488,30000
14479,30000
14440,30000
14436,30000
14433,30000
14419,30000
14361,30000
14341,30000
14286,30000
14283,30000
14273,30000
14171,30000
14155,30000
14121,30000
14113,30000
14100,30000
14090,30000
14087,30000
14049,30000
13981,30000
13948,30000
13931,30000
13918,30000
13861,30000
13843,30000
13819,30000
13806,30000
13790,30000
13736,30000
13637,30000
13635,30000
13634,30000
13606,30000
13593,30000
13586,30000
13554,30000
13546,30000
13479,30000
13471,30000
13421,30000
13406,30000
13403,30000
13381,30000
13332,30000
13321,30000
13283,30000
13273,30000
13238,30000
13160,30000
13125,30000
13089,30000
13066,30000
13035,30000
13030,30000
13013,30000
12978,30000
12948,30000
12898,30000
12865,30000
12863,30000
12860,30000
12858,30000
12829,30000
12826,30000
12785,30000
12784,30000
12738,30000
12726,30000
12682,30000
12605,30000
12574,30000
12515,30000
12482,30000
12417,30000
12400,30000
12393,30000
12354,30000
12331,30000
12303,30000
12300,30000
12291,30000
12290,30000
12250,30000
12219,30000
12174,30000
12144,30000
12138,30000
12120,30000
12118,30000
12095,30000
12072,30000
12047,30000
12022,30000
11991,30000
11920,30000
11909,30000
11906,30000
11872,30000
11860,30000
11802,30000
11751,30000
11738,30000
11729,30000
11693,30000
11691,30000
11683,30000
11656,30000
11625,30000
11593,30000
11561,30000
11528,30000
11488,30000
11447,30000
11326,30000
11315,30000
11113,30000
11104,30000
11063,30000
11055,30000
10979,30000
10937,30000
10895,30000
10883,30000
10863,30000
10841,30000
10831,30000
10794,30000
10785,30000
10781,30000
10776,30000
10763,30000
10755,30000
10710,30000
10705,30000
10696,30000
10680,30000
10660,30000
10651,30000
10560,30000
10553,30000
10535,30000
10499,30000
10442,30000
10416,30000
10399,30000
10390,30000
10324,30000
10322,30000
10289,30000
10281,30000
10246,30000
10232,30000
10116,30000
10066,30000
10059,30000
10050,30000
10023,30000
10007,30000
9988,30000
9963,30000
9939,30000
9893,30000
9859,30000
9805,30000
9741,30000
9704,30000
9693,30000
9685,30000
9684,30000
9682,30000
9611,30000
9601,30000
9588,30000
9574,30000
9548,30000
9533,30000
9506,30000
9504,30000
9474,30000
9465,30000
9442,30000
9425,30000
9356,30000
9322,30000
9296,30000
9291,30000
9273,30000
9266,30000
9226,30000
9216,30000
9199,30000
9157,30000
9151,30000
9077,30000
9056,30000
9022,30000
8914,30000
8884,30000
8860,30000
8837,30000
8748,30000
8738,30000
8721,30000
8701,30000
8619,30000
8546,30000
8480,30000
8477,30000
8472,30000
8459,30000
8443,30000
8387,30000
8373,30000
8353,30000
8325,30000
8319,30000
8312,30000
8280,30000
8250,30000
8243,30000
8205,30000
8150,30000
8132,30000
8105,30000
8045,30000
8027,30000
7998,30000
7965,30000
7963,30000
7957,30000
7920,30000
7881,30000
7854,30000
7827,30000
7824,30000
7815,30000
7733,30000
7710,30000
7707,30000
7596,30000
7519,30000
7513,30000
7500,30000
7498,30000
7475,30000
7456,30000
7422,30000
7353,30000
7347,30000
7273,30000
7242,30000
7237,30000
7226,30000
7176,30000
7175,30000
7165,30000
7120,30000
7113,30000
7085,30000
7077,30000
7067,30000
7054,30000
7024,30000
7022,30000
7013,30000
7012,30000
6996,30000
6964,30000
6919,30000
6909,30000
6907,30000
6901,30000
6872,30000
6847,30000
6839,30000
6780,30000
6719,30000
6713,30000
6694,30000
6667,30000
6647,30000
6645,30000
6599,30000
6595,30000
6585,30000
6573,30000
6569,30000
6542,30000
6537,30000
6535,30000
6514,30000
6491,30000
6421,30000
6412,30000
6398,30000
6328,30000
6314,30000
6304,30000
6302,30000
6286,30000
6283,30000
6238,30000
6208,30000
6182,30000
6147,30000
6032,30000
6024,30000
5996,30000
5956,30000
5807,30000
5767,30000
5755,30000
5746,30000
5743,30000
5737,30000
5723,30000
5706,30000
5695,30000
5691,30000
5680,30000
5650,30000
5628,30000
5624,30000
5570,30000
5517,30000
5493,30000
5492,30000
5481,30000
5368,30000
5345,30000
5338,30000
5311,30000
5227,30000
5224,30000
5221,30000
5090,30000
5076,30000
5001,30000
4971,30000
4963,30000
4860,30000
4831,30000
4767,30000
4760,30000
4717,30000
4707,30000
4656,30000
4617,30000
4610,30000
4558,30000
4526,30000
4447,30000
4433,30000
4376,30000
4317,30000
4312,30000
4293,30000
4258,30000
4235,30000
4226,30000
4169,30000
4160,30000
4128,30000
4109,30000
4107,30000
4105,30000
4081,30000
4073,30000
4063,30000
4052,30000
3998,30000
3980,30000
3969,30000
3905,30000
3881,30000
3862,30000
3858,30000
3782,30000
3770,30000
3701,30000
3697,30000
3677,30000
3658,30000
3655,30000
3626,30000
3567,30000
3510,30000
3509,30000
3477,30000
3456,30000
3450,30000
3428,30000
3421,30000
3408,30000
3382,30000
3371,30000
3325,30000
3317,30000
3296,30000
3279,30000
3252,30000
3204,30000
3137,30000
3136,30000
3103,30000
3088,30000
3079,30000
3074,30000
3015,30000
2993,30000
2895,30000
2892,30000
2836,30000
2809,30000
2792,30000
2717,30000
2642,30000
2638,30000
2634,30000
2618,30000
2576,30000
2540,30000
2534,30000
2523,30000
2494,30000
2471,30000
2456,30000
2416,30000
2411,30000
2405,30000
2396,30000
2365,30000
2360,30000
2314,30000
2264,30000
2263,30000
2257,30000
2253,30000
2214,30000
2205,30000
2174,30000
2153,30000
2104,30000
2096,30000
2074,30000
2071,30000
2022,30000
2007,30000
1997,30000
1934,30000
1927,30000
1918,30000
1880,30000
1784,30000
1751,30000
1747,30000
1695,30000
1694,30000
1631,30000
1603,30000
1548,30000
1546,30000
1526,30000
1501,30000
1472,30000
1443,30000
1428,30000
1313,30000
1306,30000
1236,30000
1215,30000
1199,30000
1183,30000
1161,30000
1156,30000
1101,30000
1098,30000
1093,30000
1015,30000
986,30000
911,30000
873,30000
802,30000
760,30000
744,30000
717,30000
714,30000
681,30000
635,30000
629,30000
624,30000
618,30000
603,30000
590,30000
568,30000
549,30000
538,30000
485,30000
474,30000
467,30000
465,30000
444,30000
373,30000
335,30000
317,30000
259,30000
248,30000
246,30000
245,30000
228,30000
226,30000
201,30000
179,30000
145,30000
111,30000
108,30000
99,30000
82,30000
3,30000
17318,27000
17309,27000
17288,27000
17273,27000
17253,27000
17243,27000
17239,27000
17234,27000
17228,27000
17211,27000
17193,27000
17161,27000
17145,27000
17117,27000
17113,27000
17108,27000
17097,27000
17056,27000
17032,27000
17017,27000
16995,27000
16928,27000
16894,27000
16858,27000
16834,27000
16833,27000
16816,27000
16815,27000
16780,27000
16767,27000
16738,27000
16711,27000
16695,27000
16690,27000
16674,27000
16664,27000
16657,27000
16655,27000
16652,27000
16611,27000
16602,27000
16599,27000
16588,27000
16584,27000
16573,27000
16571,27000
16568,27000
16560,27000
16508,27000
16500,27000
16477,27000
16472,27000
16465,27000
16463,27000
16454,27000
16452,27000
16438,27000
16436,27000
16426,27000
16422,27000
16335,27000
16312,27000
16290,27000
16245,27000
16241,27000
16227,27000
16218,27000
16184,27000
16176,27000
16145,27000
16142,27000
16118,27000
16103,27000
16080,27000
16068,27000
16020,27000
15991,27000
15989,27000
15970,27000
15949,27000
15944,27000
15922,27000
15912,27000
15884,27000
15865,27000
15864,27000
15856,27000
15836,27000
15832,27000
15825,27000
15797,27000
15782,27000
15766,27000
15707,27000
15705,27000
15689,27000
15670,27000
15657,27000
15646,27000
15635,27000
15622,27000
15612,27000
15609,27000
15575,27000
15561,27000
15553,27000
15539,27000
15538,27000
15523,27000
15521,27000
15520,27000
15515,27000
15488,27000
15466,27000
15448,27000
15404,27000
15400,27000
15385,27000
15313,27000
15312,27000
15305,27000
15289,27000
15288,27000
15272,27000
15268,27000
15263,27000
15252,27000
15246,27000
15201,27000
15163,27000
15155,27000
15132,27000
15107,27000
15102,27000
15057,27000
15050,27000
15048,27000
15041,27000
15022,27000
15001,27000
14995,27000
14994,27000
14984,27000
14979,27000
14974,27000
14957,27000
14956,27000
14945,27000
14926,27000
14913,27000
14882,27000
14878,27000
14851,27000
14845,27000
14839,27000
14831,27000
14821,27000
14783,27000
14781,27000
14775,27000
14732,27000
14708,27000
14693,27000
14688,27000
14633,27000
14625,27000
14598,27000
14590,27000
14569,27000
14553,27000
14533,27000
14523,27000
14521,27000
14485,27000
14473,27000
14464,27000
14458,27000
14442,27000
14424,27000
14380,27000
14371,27000
14363,27000
14355,27000
14354,27000
14344,27000
14343,27000
14337,27000
14328,27000
14290,27000
14281,27000
14264,27000
14250,27000
14236,27000
14210,27000
14191,27000
14187,27000
14183,27000
14182,27000
14168,27000
14167,27000
14159,27000
14152,27000
14111,27000
14107,27000
14094,27000
14091,27000
14080,27000
14069,27000
14063,27000
14034,27000
13992,27000
13986,27000
13975,27000
13906,27000
13903,27000
13894,27000
13852,27000
13832,27000
13821,27000
13816,27000
13797,27000
13789,27000
13785,27000
13760,27000
13744,27000
13721,27000
13694,27000
13689,27000
13684,27000
13682,27000
13680,27000
13626,27000
13623,27000
13621,27000
13617,27000
13607,27000
13605,27000
13604,27000
13602,27000
13582,27000
13572,27000
13542,27000
13517,27000
13512,27000
13508,27000
13491,27000
13463,27000
13447,27000
13446,27000
13408,27000
13407,27000
13373,27000
13371,27000
13362,27000
13339,27000
13337,27000
13333,27000
13326,27000
13305,27000
13276,27000
13274,27000
13254,27000
13243,27000
13219,27000
13182,27000
13177,27000
13169,27000
13157,27000
13147,27000
13143,27000
13141,27000
13123,27000
13109,27000
13098,27000
13087,27000
13075,27000
13073,27000
13061,27000
13058,27000
13052,27000
13036,27000
13024,27000
13010,27000
12973,27000
12952,27000
12937,27000
12935,27000
12924,27000
12923,27000
12907,27000
12899,27000
12879,27000
12874,27000
12872,27000
12871,27000
12861,27000
12830,27000
12821,27000
12820,27000
12792,27000
12768,27000
12709,27000
12699,27000
12690,27000
12676,27000
12665,27000
12653,27000
12644,27000
12634,27000
12610,27000
12604,27000
12591,27000
12579,27000
12541,27000
12536,27000
12529,27000
12527,27000
12496,27000
12474,27000
12457,27000
12448,27000
12447,27000
12430,27000
12412,27000
12406,27000
12372,27000
12346,27000
12318,27000
12268,27000
12247,27000
12207,27000
12204,27000
12188,27000
12184,27000
12178,27000
12169,27000
12162,27000
12156,27000
12140,27000
12121,27000
12117,27000
12111,27000
12091,27000
12068,27000
12039,27000
12036,27000
12003,27000
12001,27000
11999,27000
11969,27000
11968,27000
11957,27000
11946,27000
11899,27000
11878,27000
11864,27000
11833,27000
11777,27000
11774,27000
11770,27000
11756,27000
11750,27000
11736,27000
11702,27000
11700,27000
11675,27000
11662,27000
11660,27000
11649,27000
11642,27000
11622,27000
11569,27000
11560,27000
11515,27000
11499,27000
11484,27000
11476,27000
11461,27000
11435,27000
11425,27000
11420,27000
11414,27000
11400,27000
11399,27000
11350,27000
11344,27000
11329,27000
11320,27000
11286,27000
11281,27000
11245,27000
11213,27000
11209,27000
11199,27000
11184,27000
11164,27000
11118,27000
11106,27000
11078,27000
11066,27000
11021,27000
11001,27000
10968,27000
10936,27000
10923,27000
10913,27000
10899,27000
10896,27000
10890,27000
10887,27000
10867,27000
10854,27000
10810,27000
10769,27000
10768,27000
10742,27000
10729,27000
10717,27000
10711,27000
10686,27000
10604,27000
10587,27000
10574,27000
10548,27000
10519,27000
10513,27000
10506,27000
10492,27000
10477,27000
10459,27000
10450,27000
10448,27000
10439,27000
10427,27000
10328,27000
10323,27000
10291,27000
10271,27000
10257,27000
10221,27000
10200,27000
10191,27000
10188,27000
10173,27000
10168,27000
10137,27000
10130,27000
10087,27000
10063,27000
10049,27000
10030,27000
10000,27000
9999,27000
9971,27000
9936,27000
9918,27000
9912,27000
9906,27000
9901,27000
9899,27000
9889,27000
9878,27000
9876,27000
9866,27000
9756,27000
9742,27000
9731,27000
9725,27000
9719,27000
9681,27000
9656,27000
9632,27000
9625,27000
9599,27000
9595,27000
9594,27000
9573,27000
9539,27000
9534,27000
9524,27000
9520,27000
9443,27000
9397,27000
9378,27000
9375,27000
9362,27000
9339,27000
9328,27000
9269,27000
9267,27000
9252,27000
9239,27000
9231,27000
9218,27000
9207,27000
9195,27000
9194,27000
9184,27000
9119,27000
9085,27000
9045,27000
9042,27000
9040,27000
9014,27000
8997,27000
8986,27000
8957,27000
8951,27000
8947,27000
8945,27000
8935,27000
8929,27000
8915,27000
8907,27000
8890,27000
8853,27000
8842,27000
8834,27000
8816,27000
8805,27000
8790,27000
8759,27000
8751,27000
8740,27000
8739,27000
8733,27000
8728,27000
8725,27000
8719,27000
8716,27000
8704,27000
8700,27000
8655,27000
8649,27000
8630,27000
8613,27000
8567,27000
8535,27000
8492,27000
8479,27000
8458,27000
8437,27000
8414,27000
8390,27000
8374,27000
8372,27000
8362,27000
8357,27000
8324,27000
8322,27000
8318,27000
8314,27000
8274,27000
8258,27000
8253,27000
8233,27000
8223,27000
8193,27000
8189,27000
8184,27000
8144,27000
8140,27000
8127,27000
8116,27000
8094,27000
8078,27000
8074,27000
8059,27000
8052,27000
8038,27000
7993,27000
7980,27000
7961,27000
7952,27000
7923,27000
7911,27000
7907,27000
7903,27000
7895,27000
7855,27000
7821,27000
7818,27000
7803,27000
7798,27000
7781,27000
7766,27000
7759,27000
7758,27000
7737,27000
7722,27000
7670,27000
7666,27000
7656,27000
7652,27000
7631,27000
7613,27000
7599,27000
7587,27000
7547,27000
7518,27000
7508,27000
7469,27000
7466,27000
7458,27000
7431,27000
7421,27000
7405,27000
7374,27000
7330,27000
7303,27000
7302,27000
7301,27000
7250,27000
7179,27000
7166,27000
7154,27000
7149,27000
7111,27000
7078,27000
7050,27000
7010,27000
6999,27000
6991,27000
6988,27000
6981,27000
6976,27000
6967,27000
6937,27000
6924,27000
6912,27000
6902,27000
6860,27000
6853,27000
6832,27000
6822,27000
6784,27000
6768,27000
6765,27000
6751,27000
6747,27000
6706,27000
6693,27000
6670,27000
6660,27000
6643,27000
6626,27000
6596,27000
6583,27000
6549,27000
6545,27000
6517,27000
6504,27000
6502,27000
6482,27000
6480,27000
6434,27000
6423,27000
6411,27000
6403,27000
6392,27000
6380,27000
6377,27000
6373,27000
6364,27000
6343,27000
6308,27000
6306,27000
6272,27000
6260,27000
6259,27000
6248,27000
6242,27000
6228,27000
6207,27000
6203,27000
6196,27000
6186,27000
6179,27000
6162,27000
6150,27000
6145,27000
6116,27000
6090,27000
6083,27000
6067,27000
6064,27000
6061,27000
6044,27000
6036,27000
6023,27000
6019,27000
6015,27000
5973,27000
5952,27000
5944,27000
5923,27000
5908,27000
5856,27000
5841,27000
5829,27000
5825,27000
5803,27000
5801,27000
5798,27000
5796,27000
5776,27000
5774,27000
5768,27000
5765,27000
5762,27000
5736,27000
5735,27000
5713,27000
5664,27000
5654,27000
5638,27000
5559,27000
5546,27000
5540,27000
5521,27000
5516,27000
5452,27000
5445,27000
5427,27000
5422,27000
5405,27000
5372,27000
5369,27000
5361,27000
5302,27000
5295,27000
5284,27000
5242,27000
5174,27000
5152,27000
5148,27000
5110,27000
5100,27000
5080,27000
5042,27000
5008,27000
4975,27000
4960,27000
4952,27000
4929,27000
4922,27000
4916,27000
4910,27000
4890,27000
4864,27000
4861,27000
4857,27000
4847,27000
4839,27000
4820,27000
4765,27000
4754,27000
4734,27000
4725,27000
4718,27000
4708,27000
4689,27000
4678,27000
4674,27000
4650,27000
4620,27000
4608,27000
4596,27000
4591,27000
4542,27000
4521,27000
4520,27000
4509,27000
4483,27000
4475,27000
4473,27000
4461,27000
4402,27000
4384,27000
4345,27000
4333,27000
4330,27000
4328,27000
4318,27000
4302,27000
4260,27000
4254,27000
4242,27000
4233,27000
4146,27000
4145,27000
4140,27000
4133,27000
4131,27000
4089,27000
4087,27000
4084,27000
4072,27000
4067,27000
4057,27000
4024,27000
4016,27000
4009,27000
3978,27000
3959,27000
3911,27000
3836,27000
3832,27000
3831,27000
3792,27000
3773,27000
3765,27000
3758,27000
3734,27000
3727,27000
3715,27000
3710,27000
3686,27000
3650,27000
3647,27000
3611,27000
3582,27000
3571,27000
3568,27000
3564,27000
3544,27000
3518,27000
3517,27000
3513,27000
3492,27000
3467,27000
3451,27000
3444,27000
3386,27000
3378,27000
3368,27000
3331,27000
3306,27000
3286,27000
3284,27000
3271,27000
3245,27000
3233,27000
3229,27000
3181,27000
3162,27000
3141,27000
3127,27000
3125,27000
3101,27000
3098,27000
3096,27000
3091,27000
3086,27000
3025,27000
2991,27000
2989,27000
2978,27000
2969,27000
2962,27000
2927,27000
2914,27000
2906,27000
2874,27000
2872,27000
2865,27000
2817,27000
2812,27000
2803,27000
2802,27000
2788,27000
2783,27000
2750,27000
2744,27000
2724,27000
2710,27000
2704,27000
2694,27000
2680,27000
2643,27000
2607,27000
2596,27000
2592,27000
2581,27000
2566,27000
2565,27000
2530,27000
2527,27000
2526,27000
2461,27000
2439,27000
2435,27000
2432,27000
2429,27000
2419,27000
2387,27000
2380,27000
2372,27000
2368,27000
2355,27000
2353,27000
2327,27000
2326,27000
2322,27000
2277,27000
2246,27000
2242,27000
2229,27000
2227,27000
2224,27000
2223,27000
2165,27000
2151,27000
2144,27000
2137,27000
2122,27000
2115,27000
2078,27000
2063,27000
2058,27000
2028,27000
2016,27000
2012,27000
2010,27000
1989,27000
1985,27000
1961,27000
1938,27000
1929,27000
1898,27000
1852,27000
1840,27000
1796,27000
1790,27000
1740,27000
1713,27000
1680,27000
1674,27000
1669,27000
1652,27000
1611,27000
1584,27000
1557,27000
1525,27000
1505,27000
1480,27000
1455,27000
1453,27000
1442,27000
1388,27000
1360,27000
1344,27000
1338,27000
1335,27000
1334,27000
1280,27000
1277,27000
1263,27000
1248,27000
1211,27000
1175,27000
1174,27000
1134,27000
1132,27000
1125,27000
1122,27000
1120,27000
1119,27000
1072,27000
1062,27000
1051,27000
1049,27000
1036,27000
1000,27000
969,27000
962,27000
949,27000
948,27000
935,27000
927,27000
912,27000
885,27000
872,27000
862,27000
848,27000
824,27000
822,27000
800,27000
787,27000
769,27000
740,27000
736,27000
710,27000
706,27000
691,27000
679,27000
665,27000
656,27000
652,27000
643,27000
639,27000
630,27000
621,27000
589,27000
575,27000
548,27000
531,27000
530,27000
528,27000
472,27000
471,27000
455,27000
355,27000
340,27000
336,27000
308,27000
243,27000
234,27000
213,27000
209,27000
207,27000
197,27000
184,27000
165,27000
140,27000
137,27000
128,27000
127,27000
126,27000
113,27000
72,27000
62,27000
50,27000
43,27000
17291,24000
17277,24000
17258,24000
17250,24000
17183,24000
17179,24000
17175,24000
17148,24000
17147,24000
17144,24000
17135,24000
17132,24000
17131,24000
17130,24000
17128,24000
17125,24000
17121,24000
17114,24000
17103,24000
17077,24000
17076,24000
17069,24000
17057,24000
17046,24000
17037,24000
17029,24000
17012,24000
16991,24000
16979,24000
16959,24000
16957,24000
16953,24000
16951,24000
16949,24000
16926,24000
16911,24000
16900,24000
16877,24000
16868,24000
16861,24000
16853,24000
16830,24000
16827,24000
16825,24000
16813,24000
16798,24000
16796,24000
16777,24000
16769,24000
16759,24000
16756,24000
16752,24000
16737,24000
16735,24000
16733,24000
16726,24000
16721,24000
16666,24000
16662,24000
16651,24000
16646,24000
16645,24000
16638,24000
16626,24000
16613,24000
16590,24000
16569,24000
16554,24000
16552,24000
16545,24000
16538,24000
16537,24000
16522,24000
16515,24000
16497,24000
16492,24000
16488,24000
16445,24000
16429,24000
16424,24000
16397,24000
16392,24000
16382,24000
16380,24000
16379,24000
16370,24000
16349,24000
16327,24000
16325,24000
16309,24000
16307,24000
16304,24000
16303,24000
16298,24000
16292,24000
16289,24000
16204,24000
16191,24000
16183,24000
16179,24000
16177,24000
16159,24000
16140,24000
16117,24000
16098,24000
16091,24000
16066,24000
16063,24000
16061,24000
16050,24000
16042,24000
16033,24000
15996,24000
15994,24000
15993,24000
15983,24000
15973,24000
15969,24000
15962,24000
