query,index_size,threads,nprobe,batch_size,num_retrieved_docs,avg_query_time,best_retrieved_ids
0,300m,72,256,1,5,1.3787259128093718,"[419997, 319997, 219997, 119997, 19997]"
1,300m,72,256,1,5,1.3787259128093718,"[433415, 333415, 233415, 133415, 33415]"
2,300m,72,256,1,5,1.3787259128093718,"[485959, 385959, 285959, 185959, 85959]"
3,300m,72,256,1,5,1.3787259128093718,"[489455, 389455, 289455, 189455, 89455]"
4,300m,72,256,1,5,1.3787259128093718,"[418214, 318214, 218214, 118214, 18214]"
5,300m,72,256,1,5,1.3787259128093718,"[484816, 384816, 284816, 184816, 84816]"
6,300m,72,256,1,5,1.3787259128093718,"[486852, 386852, 286852, 186852, 86852]"
7,300m,72,256,1,5,1.3787259128093718,"[439104, 339104, 239104, 139104, 39104]"
8,300m,72,256,1,5,1.3787259128093718,"[410716, 310716, 210716, 110716, 10716]"
9,300m,72,256,1,5,1.3787259128093718,"[425475, 325475, 225475, 125475, 25475]"
10,300m,72,256,1,5,1.3787259128093718,"[486852, 386852, 286852, 186852, 86852]"
11,300m,72,256,1,5,1.3787259128093718,"[495583, 395583, 295583, 195583, 95583]"
12,300m,72,256,1,5,1.3787259128093718,"[484816, 384816, 284816, 184816, 84816]"
13,300m,72,256,1,5,1.3787259128093718,"[432466, 332466, 232466, 132466, 32466]"
14,300m,72,256,1,5,1.3787259128093718,"[484816, 384816, 284816, 184816, 84816]"
15,300m,72,256,1,5,1.3787259128093718,"[473373, 373373, 273373, 173373, 73373]"
16,300m,72,256,1,5,1.3787259128093718,"[459554, 359554, 259554, 159554, 59554]"
17,300m,72,256,1,5,1.3787259128093718,"[430857, 330857, 230857, 130857, 30857]"
18,300m,72,256,1,5,1.3787259128093718,"[497002, 397002, 297002, 197002, 97002]"
19,300m,72,256,1,5,1.3787259128093718,"[484816, 384816, 284816, 184816, 84816]"
20,300m,72,256,1,5,1.3787259128093718,"[412275, 312275, 212275, 112275, 12275]"
21,300m,72,256,1,5,1.3787259128093718,"[483151, 383151, 283151, 183151, 83151]"
22,300m,72,256,1,5,1.3787259128093718,"[462285, 362285, 262285, 162285, 62285]"
23,300m,72,256,1,5,1.3787259128093718,"[406170, 306170, 206170, 106170, 6170]"
24,300m,72,256,1,5,1.3787259128093718,"[432932, 332932, 232932, 132932, 32932]"
25,300m,72,256,1,5,1.3787259128093718,"[462285, 362285, 262285, 162285, 62285]"
26,300m,72,256,1,5,1.3787259128093718,"[483705, 383705, 283705, 183705, 83705]"
27,300m,72,256,1,5,1.3787259128093718,"[437824, 337824, 237824, 137824, 37824]"
28,300m,72,256,1,5,1.3787259128093718,"[478110, 378110, 278110, 178110, 78110]"
29,300m,72,256,1,5,1.3787259128093718,"[472665, 372665, 272665, 172665, 72665]"
30,300m,72,256,1,5,1.3787259128093718,"[447697, 347697, 247697, 147697, 47697]"
31,300m,72,256,1,5,1.3787259128093718,"[447697, 347697, 247697, 147697, 47697]"
32,300m,72,256,1,5,1.3787259128093718,"[433368, 333368, 233368, 133368, 33368]"
33,300m,72,256,1,5,1.3787259128093718,"[480486, 380486, 280486, 180486, 80486]"
34,300m,72,256,1,5,1.3787259128093718,"[434701, 334701, 234701, 134701, 34701]"
35,300m,72,256,1,5,1.3787259128093718,"[427820, 327820, 227820, 127820, 27820]"
36,300m,72,256,1,5,1.3787259128093718,"[462335, 362335, 262335, 162335, 62335]"
37,300m,72,256,1,5,1.3787259128093718,"[402286, 302286, 202286, 102286, 2286]"
38,300m,72,256,1,5,1.3787259128093718,"[470079, 370079, 270079, 170079, 70079]"
39,300m,72,256,1,5,1.3787259128093718,"[490406, 390406, 290406, 190406, 90406]"
40,300m,72,256,1,5,1.3787259128093718,"[402286, 302286, 202286, 102286, 2286]"
41,300m,72,256,1,5,1.3787259128093718,"[435443, 335443, 235443, 135443, 35443]"
42,300m,72,256,1,5,1.3787259128093718,"[481757, 381757, 281757, 181757, 81757]"
