query,searched_shard_ids,num_searched_shards,gpu_transfer_time,gpu_search_time,warmup_time,best_retrieved_ids,top_doc_shards
82,"[5, 10, 63, 82, 84, 167, 175, 222]",8,0.13804065808653831,0.051250151358544827,0.19720490055624396,"[426060089, 201612617, 285544667, 426058119, 165409987, 1753283, 6857360, 558819142, 472224338, 280120899]","[175, 175, 175, 82, 5, 175, 175, 175, 175, 175]"
83,"[0, 20, 26, 36, 58, 96, 125, 126, 164, 167, 192, 194, 201, 217, 241]",15,0.2722703809849918,0.18700484465807676,0.35977660518450044,"[208290461, 304706368, 579712493, 27699303, 520458616, 301807532, 171420093, 415774410, 464562719, 434049608]","[0, 125, 125, 125, 125, 125, 20, 125, 167, 36]"
84,"[10, 49, 58, 82, 100, 132, 188]",7,0.07445544144138694,0.05469115963205695,0.2288964276002454,"[374495231, 508578037, 303765303, 303894170, 303777852, 303777853, 442539628, 303777856, 443561584, 403869029]","[82, 82, 100, 49, 100, 100, 100, 100, 100, 82]"
85,"[10, 12, 17, 18, 51, 126, 194, 239]",8,0.13351916428655386,0.1376257436349988,0.37303414594498463,"[135859681, 487529913, 390082707, 253724408, 242283427, 142041489, 310574017, 162218567, 141018895, 366051047]","[126, 18, 18, 10, 10, 239, 126, 18, 126, 18]"
86,"[17, 77, 93, 97, 112, 123, 192, 228]",8,0.14584786212071776,0.0649430132471025,0.3998985898506362,"[590481425, 324507421, 465696629, 267826711, 235910197, 303065933, 519676012, 415423834, 288272199, 525333814]","[228, 93, 77, 77, 77, 77, 228, 228, 228, 228]"
87,"[1, 32, 57, 60, 93, 112, 166, 178, 207, 228]",10,0.31546379579231143,0.05769741488620639,0.2248753786087036,"[505650686, 491044044, 66599930, 220173209, 571636931, 332663055, 226991267, 498922512, 498922511, 127347809]","[57, 57, 93, 57, 57, 57, 57, 57, 57, 57]"
88,"[17, 20, 49, 58, 61, 82, 88, 89, 100, 188, 194, 213, 227, 241]",14,0.235526988748461,0.09842898650094867,0.2795321308242689,"[272691094, 18516590, 283463728, 167407740, 254672467, 523517352, 361223017, 51677329, 165066249, 359020492]","[49, 17, 213, 213, 213, 213, 82, 213, 82, 213]"
89,"[118, 174, 211]",3,0.03109258832409978,0.01877646939828992,0.22792651232642433,"[581116780, 388898852, 93028096, 162226153, 370799589, 112065139, 316809578, 431801735, 96753724, 312077492]","[118, 118, 118, 118, 174, 118, 118, 118, 118, 118]"
90,"[27, 38, 53, 60, 75, 76, 80, 109, 112, 206, 225, 231, 244]",13,0.2706460249610245,0.0808047172613442,0.22891018815481892,"[160144202, 522129904, 482672322, 411802593, 131364422, 411802613, 599542561, 165739048, 411887636, 186607277]","[206, 231, 244, 206, 80, 206, 206, 76, 206, 53]"
91,"[43, 52, 64, 126, 141, 217, 224]",7,0.15533971041440964,0.04676581174135208,0.3382519624262516,"[71233195, 315106232, 15931559, 531063675, 60055223, 225392258, 587563381, 397904159, 263154245, 399941080]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
