query,num_centroids,searched_shard_ids,num_searched_shards,gpu_transfer_time,gpu_search_time,warmup_time,best_retrieved_ids,top_doc_shards
0,5,"[4, 13, 14, 18, 22]",5,3.4250339046120644,0.07982296589761972,36.97477443655953,"[15129685, 15029685, 15729685, 15629685, 15529685, 15429685, 15329685, 15229685, 15929685, 15829685]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
1,5,"[3, 6, 14, 18, 19]",5,3.609034259803593,0.08338135108351707,36.3538566308096,"[15756273, 15656273, 15556273, 15456273, 15056273, 15156273, 15256273, 15356273, 15856273, 15956273]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
2,5,"[1, 4, 7, 12, 18]",5,3.368738105520606,0.07471915055066347,32.67896325057372,"[15548493, 15448493, 15948493, 15848493, 15148493, 15048493, 15648493, 15748493, 15248493, 15348493]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
3,5,"[1, 12, 14, 18]",4,2.780376072973013,0.06232960429042578,35.04834687698167,"[15164484, 15064484, 15864484, 15964484, 15464484, 15564484, 15664484, 15764484, 15264484, 15364484]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
4,5,"[1, 12, 18, 20]",4,2.8243199130520225,0.0667244317010045,35.965234334231354,"[15131061, 15031061, 15831061, 15931061, 15431061, 15531061, 15631061, 15731061, 15231061, 15331061]","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]"
5,5,"[2, 3, 18, 22]",4,2.93793152179569,0.06656558439135551,38.48186062311288,"[15295114, 15395114, 15495114, 15595114, 15195114, 15095114, 15895114, 15995114, 15695114, 15795114]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
6,5,"[1, 3, 4, 22]",4,2.868947984650731,0.06776416953653097,36.54425444453955,"[15272009, 15372009, 15972009, 15872009, 15772009, 15672009, 15572009, 15472009, 15072009, 15172009]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
7,5,"[3, 6, 12, 18, 22]",5,3.6635855408385396,0.08332870062440634,37.774768207687885,"[15302778, 15202778, 15102778, 15002778, 15402778, 15502778, 15602778, 15702778, 15902778, 15802778]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
8,5,"[12, 13, 14, 18]",4,2.785042184405029,0.06819987390190363,36.270279832417145,"[18837824, 18937824, 18737824, 18637824, 19037824, 19137824, 18337824, 18237824, 18537824, 18437824]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]"
9,5,"[4, 11, 13, 22, 24]",5,3.66217543464154,0.08245888724923134,37.73759616753087,"[15188582, 15088582, 15888582, 15988582, 15488582, 15588582, 15388582, 15288582, 15688582, 15788582]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
