query,num_centroids,searched_shard_ids,num_searched_shards,gpu_transfer_time,gpu_search_time,warmup_time,best_retrieved_ids,top_doc_shards
0,10,"[1, 39, 200, 209, 227, 241]",6,0.21078373212367296,0.03744706930592656,0.2439923882484436,"[350323743, 22367475, 350285757, 22359499, 22352964, 596090569, 583617007, 40490076, 596064850, 347651857]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200]"
1,10,"[32, 206, 209, 239]",4,0.04533196659758687,0.025220361072570086,0.25752653036033735,"[96761309, 462536204, 128100141, 512290626, 80310487, 544732844, 467725477, 184433825, 41433574, 597455031]","[206, 32, 32, 32, 206, 32, 32, 32, 32, 32]"
2,10,"[1, 10, 77, 82, 146, 175, 195]",7,0.2165856109932065,0.03952080383896828,0.16728742513805628,"[97139517, 294043795, 522340063, 184228786, 58511679, 284206801, 574610836, 446094918, 562872736, 357388844]","[82, 175, 82, 77, 77, 77, 82, 82, 175, 77]"
3,10,"[22, 70, 105, 192]",4,0.12832492217421532,0.03232397651299834,0.3250881260028109,"[319976312, 473871456, 416180093, 533106488, 185862896, 534845823, 3563663, 163663864, 232092470, 545925259]","[22, 70, 70, 70, 22, 22, 22, 22, 22, 70]"
4,10,"[0, 10, 93, 239]",4,0.04129470093175769,0.027217489667236805,0.20692427415633574,"[492485126, 241046875, 74580447, 364526066, 196412165, 197645372, 345397440, 197750504, 11876884, 251314455]","[93, 93, 93, 93, 10, 93, 93, 93, 10, 10]"
5,10,"[39, 60, 82, 106, 109, 146]",6,0.09971750527620316,0.04745421651750803,0.2661518548460056,"[147282989, 98187521, 186078600, 574719018, 435813526, 3817597, 85329960, 229779045, 586817200, 474729487]","[109, 109, 60, 109, 60, 109, 146, 109, 146, 109]"
6,10,"[20, 96, 125, 188]",4,0.045857311226427555,0.02749659540131688,0.31411509995814413,"[223359640, 134921891, 306289225, 172489898, 473056010, 163594463, 184462764, 578112746, 538022211, 98659306]","[125, 20, 188, 20, 96, 96, 96, 96, 188, 96]"
7,10,"[26, 36, 64, 126, 181, 201, 215]",7,0.10939380154013634,0.12596174469217658,0.4656455271345164,"[159171799, 63753766, 152048176, 311568376, 272006514, 311566733, 101019765, 596196708, 264700014, 553843211]","[201, 181, 215, 36, 215, 36, 36, 181, 64, 126]"
8,10,"[91, 159, 209, 240]",4,0.0763716478832066,0.019226704724133015,0.1773535487591289,"[327654649, 459540312, 575997322, 67520733, 180283059, 562193291, 305388418, 41178123, 30515188, 339438330]","[209, 209, 209, 209, 209, 209, 209, 209, 209, 209]"
9,10,"[59, 67, 104, 105, 175, 224]",6,0.20245902426540852,0.0364932743832469,0.19929065532051027,"[244047149, 407497946, 244049389, 372337157, 244048645, 372313030, 99048836, 406973178, 237900005, 99090315]","[67, 67, 175, 67, 67, 175, 67, 67, 175, 67]"
10,10,"[42, 76, 91, 106, 186, 194, 224, 244]",8,0.13594751292839646,0.12174095772206783,0.24541590333683416,"[596989224, 177718168, 361359114, 219357708, 372868532, 109100480, 45889684, 455472830, 351990776, 457845149]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76]"
11,10,"[10, 12, 18, 126, 127]",5,0.07417320506647229,0.040592010132968426,0.5919756443239749,"[316195675, 347961149, 246469994, 127689114, 316205222, 335612984, 316205221, 505439277, 402151260, 575814845]","[18, 12, 12, 18, 18, 12, 18, 12, 12, 12]"
12,10,"[33, 85, 96, 188]",4,0.20136346807703376,0.020930169615894556,0.22363659500842914,"[143285814, 398227840, 150775094, 533066813, 416989615, 478916319, 559059925, 583463400, 255704802, 337200373]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]"
13,10,"[20, 63, 70, 82, 84, 132, 175]",7,0.1220185924321413,0.04401813680306077,0.1725351873319596,"[269953808, 270017264, 53616989, 219464520, 269932498, 264374402, 21302424, 107532941, 53616990, 439849310]","[82, 82, 82, 70, 82, 132, 82, 132, 82, 82]"
14,10,"[84, 192, 228]",3,0.04999816091731191,0.07385454932227731,0.31729673501104116,"[2930195, 304291211, 5479281, 298156409, 435890273, 300724316, 214405047, 504375842, 531276114, 133995960]","[192, 192, 84, 192, 192, 192, 84, 192, 84, 84]"
15,10,"[25, 59, 107, 195]",4,0.03789458982646465,0.022794751450419426,0.18597868911456317,"[540834996, 425755668, 346415404, 400155932, 347682406, 548796299, 583527657, 236059986, 540791896, 318230608]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 107]"
16,10,"[88, 168, 196, 227, 233]",5,0.09947414416819811,0.03893993888050318,0.3503850757610053,"[388372331, 477914499, 313295416, 94283698, 417756224, 81047150, 287698740, 413998749, 388567738, 553227721]","[168, 168, 168, 168, 168, 233, 168, 168, 168, 168]"
17,10,"[76, 80, 187, 225, 244]",5,0.11843303870409727,0.029687262140214443,0.2209806098602712,"[196567304, 37592602, 529191060, 119007154, 136475651, 519952557, 596950633, 138777038, 119958834, 125572012]","[244, 187, 76, 187, 225, 244, 244, 244, 244, 244]"
18,10,"[17, 32, 57, 93, 207, 227]",6,0.12850984977558255,0.04238056158646941,0.2830325751565397,"[265372681, 560067270, 278479542, 395074565, 251637110, 211326331, 34614699, 174444878, 587245452, 34620824]","[17, 57, 57, 57, 57, 17, 57, 57, 57, 57]"
19,10,"[20, 58, 82, 84, 132]",5,0.04428962431848049,0.0367753547616303,0.17514147805050015,"[596197374, 227781415, 342147203, 9720048, 543565046, 576495810, 598858826, 334192618, 511012465, 419574595]","[82, 82, 82, 84, 82, 82, 82, 82, 82, 82]"
