trial,disk_to_cpu_s,cpu_to_gpu_s,avg_batch_latency_s
1,1.8549031680449843,8.430287672905251,0.014672330988105386
2,1.8549031680449843,1.4856232141610235,0.0063073887140490115
3,1.8549031680449843,0.03165985597297549,0.0063049724558368325
4,1.8549031680449843,0.03158203209750354,0.006210068240761757
5,1.8549031680449843,0.03165937587618828,0.021891491720452905
6,1.8549031680449843,0.031723024090752006,0.006214884342625737
7,1.8549031680449843,0.03160404716618359,0.006229052261915058
8,1.8549031680449843,0.031652944162487984,0.006225252291187644
9,1.8549031680449843,0.03160884790122509,0.006228988524526358
10,1.8549031680449843,0.031580175971612334,0.006247404497116804
11,1.8549031680449843,0.03153742314316332,0.006225508579518646
12,1.8549031680449843,0.03210027399472892,0.006240020447876304
13,1.8549031680449843,0.031872657127678394,0.006252716470044106
14,1.8549031680449843,0.03158907196484506,0.00622254831250757
15,1.8549031680449843,0.031639216002076864,0.006247252458706498
16,1.8549031680449843,0.03155508800409734,0.006245180498808622
17,1.8549031680449843,0.031652911799028516,0.006300204782746732
18,1.8549031680449843,0.03155166399665177,0.006240220565814525
19,1.8549031680449843,0.03203585813753307,0.006203780474606901
20,1.8549031680449843,0.031576334964483976,0.006245996220968664
21,1.8549031680449843,0.031573168002068996,0.02521255484316498
22,1.8549031680449843,0.03168212785385549,0.00623341224854812
23,1.8549031680449843,0.032077298033982515,0.006218260154128075
24,1.8549031680449843,0.035056286957114935,0.006228140497114509
25,1.8549031680449843,0.03173128003254533,0.0062421164475381374
26,1.8549031680449843,0.031757968943566084,0.00640330120222643
27,1.8549031680449843,0.03236091509461403,0.0062567724962718785
28,1.8549031680449843,0.03167464002035558,0.006226980476640165
29,1.8549031680449843,0.031677584163844585,0.006225956545677036
30,1.8549031680449843,0.0317341610789299,0.006244188523851335
31,1.8549031680449843,0.0316992811858654,0.006237524154130369
32,1.8549031680449843,0.03171134484000504,0.00622922828188166
33,1.8549031680449843,0.031662545166909695,0.00623413227731362
34,1.8549031680449843,0.03183422493748367,0.006229980441275984
35,1.8549031680449843,0.03179300902411342,0.0062004043138585985
36,1.8549031680449843,0.031610639998689294,0.006201204261742532
37,1.8549031680449843,0.03162491205148399,0.006168251973576844
38,1.8549031680449843,0.10655862907879055,0.0062104444950819016
39,1.8549031680449843,0.031742288963869214,0.006241652474272996
40,1.8549031680449843,0.03172059287317097,0.006242900504730642
41,1.8549031680449843,0.031710640992969275,0.0063438849756494164
42,1.8549031680449843,0.03548608208075166,0.006246724457014352
43,1.8549031680449843,0.033069878816604614,0.006335940794087946
44,1.8549031680449843,0.03177588898688555,0.006221812218427658
45,1.8549031680449843,0.03166273608803749,0.006209108280017972
46,1.8549031680449843,0.031664913054555655,0.006239044188987464
47,1.8549031680449843,0.03164894413203001,0.006188804341945797
48,1.8549031680449843,0.03180750505998731,0.006187212187796831
49,1.8549031680449843,0.03176225605420768,0.006202780466992408
50,1.8549031680449843,0.03173396899364889,0.006193124281708151
51,1.8549031680449843,0.03164392011240125,0.0061949240625835955
52,1.8549031680449843,0.03221774706616998,0.0061497080023400486
53,1.8549031680449843,0.03158804797567427,0.00617434800369665
54,1.8549031680449843,0.031871217070147395,0.022146796982269734
55,1.8549031680449843,0.031609775964170694,0.006208228529430926
56,1.8549031680449843,0.03156942408531904,0.006204732053447515
57,1.8549031680449843,0.03159047896042466,0.006194620218593627
58,1.8549031680449843,0.031568558886647224,0.006210164225194603
59,1.8549031680449843,0.031587184173986316,0.006203964352607727
60,1.8549031680449843,0.03176404908299446,0.006225132499821484
61,1.8549031680449843,0.03149371198378503,0.006234532338567078
62,1.8549031680449843,0.03177176113240421,0.006195580295752734
63,1.8549031680449843,0.031656495993956923,0.006215028581209481
64,1.8549031680449843,0.03168788808397949,0.006207724334672093
65,1.8549031680449843,0.03306450298987329,0.0064002611907199025
66,1.8549031680449843,0.03164363210089505,0.0062188602751120925
67,1.8549031680449843,0.031606287928298116,0.006149091757833958
68,1.8549031680449843,0.031637615989893675,0.006201108219102025
69,1.8549031680449843,0.031713168136775494,0.006199852214194834
70,1.8549031680449843,0.031515151960775256,0.025685796979814768
71,1.8549031680449843,0.031857873080298305,0.006205068319104612
72,1.8549031680449843,0.03154177498072386,0.006208964507095516
73,1.8549031680449843,0.031531952088698745,0.006259964487981051
74,1.8549031680449843,0.03200801811181009,0.006220148236025125
75,1.8549031680449843,0.031770640052855015,0.006207316007930785
76,1.8549031680449843,0.0315279511269182,0.006214204535353929
77,1.8549031680449843,0.03150132694281638,0.006236084387637675
78,1.8549031680449843,0.03148542298004031,0.0062177160289138556
79,1.8549031680449843,0.03151070396415889,0.006309436517767608
80,1.8549031680449843,0.031554606975987554,0.00631456496194005
81,1.8549031680449843,0.03151931194588542,0.006220868264790624
82,1.8549031680449843,0.03147604689002037,0.006161803845316172
83,1.8549031680449843,0.03154126415029168,0.0061928199720568955
84,1.8549031680449843,0.03161924798041582,0.0062099003116600215
85,1.8549031680449843,0.031531407963484526,0.006209516199305654
86,1.8549031680449843,0.03150734305381775,0.006213396321982145
87,1.8549031680449843,0.03165841591544449,0.02176458726171404
88,1.8549031680449843,0.03161847987212241,0.006238980276975781
89,1.8549031680449843,0.03289915807545185,0.006211716332472861
90,1.8549031680449843,0.0320069610606879,0.006776158756110817
91,1.8549031680449843,0.03270763694308698,0.006252932536881417
92,1.8549031680449843,0.031859568785876036,0.0062205002177506685
93,1.8549031680449843,0.03165777609683573,0.006250516511499882
94,1.8549031680449843,0.031582606956362724,0.0062403802876360714
95,1.8549031680449843,0.03149038297124207,0.006205396435689181
96,1.8549031680449843,0.03175422502681613,0.0062671645428054035
97,1.8549031680449843,0.03150177490897477,0.006199739989824593
